LANDYADDRE,LANDXADDRE,ADDRESSBLO,PHOTOURL,NAME,HYPERLINK,DESCRIPTIO,ADDRESSUNI,ADDRESSTYP,ADDRESSSTR,ADDRESSBUI,ADDRESSPOS,ADDRESSFLO,INC_CRC,FMEL_UPD_D
31778.44103,31795.14469,,https://roots.sg/~/media/Roots/Images/historic-sites/051-merdeka-bridge/051-merdeka-bridge.png,Merdeka Bridge,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/merdeka-bridge,"Merdeka Bridge, declared open on 17 August 1956, was constructed to ease traffic congestion. Its name reflects Singaporeâ€™s aspirations for independence (â€œmerdekaâ€� in Malay) then.",,,"Merdeka Bridge, Nicoll Highway, beside lamp post 88F",,,,79E6586FC0B1C346,2021/03/05
38584.43782,44267.60306,27,https://roots.sg/~/media/Nhb/Images/Places/Historic%20Sites/johore_battery-37-Johore-Battery.jpg,Johore Battery,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/johore-battery,"Completed in the late 1930s, Johore Battery was part of Singaporeâ€™s coastal defence system. It comprised three 15-inch guns known as â€œmonster gunsâ€�.",,,"Cosford Road, Off Upper Changi Road",,499549,,472CFE260F6BA873,2021/03/05
30760.33518,30438.05652,,https://roots.sg/~/media/Roots/Images/historic-sites/072-saf-warrant-officers-and-specialist-club/072-saf-warrant-officers-and-specialist-club.png,Singapore Armed Forces Warrant Officers' and Specialists' Club,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/singapore-armed-forces-warrant-officers-and-specialists-club,The British Government built the clubhouse in 1951 for British non-commissioned officers. It was handed over to Singapore Government when the British pulled out in 1969.The SAF WOSE club was formed in 1974 and was formerly known as the SAF NCO Club until,,,Beach Road,"Former NCO Buildings, South Beach Development",,,9BB83355ABEE9D25,2021/03/05
44800.49958,36603.75139,,https://roots.sg/~/media/Roots/Images/historic-sites/065-punggol-beach-massacre/065-punggol-beach-massacre.png,Punggol Beach Massacre,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/punggol-beach-massacre,Punggol Beach was a massacre site of Sook Ching. Several men were killed by the Hojo Kempei (Japanese auxiliary military police) on this beach on 28 February 1942.,,,Punggol Road End,Beside Jetty at Punggol Point Park,,,0830349651E2F0D9,2021/03/05
37242.58614,15057.94549,Between Blocks 550 and 551,https://roots.sg/~/media/Roots/Images/historic-sites/038-jurong-kranji-defence-line/038-jurong-kranji-defence-line.png,Jurong-Kranji Defence Line,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/jurong-kranji-defence-line,"This is an arbitrary defence line from Kranji River to Jurong River, placed to check Japanese advance towards the city from the west.",,,Jurong West Street 42,Jurong West Neighbourhood Park,640551,,B69D171C3971C629,2021/03/05
30771.17092,29795.95404,51,https://roots.sg/~/media/Roots/Images/historic-sites/091-united-chinese-library/091-united-chinese-library.png,United Chinese Library,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/united-chinese-library,"United Chinese Library was founded by Dr Sun Yat Sen on 8 August 1910 at North Boat Quay, to spread revolutionary ideas and garner support for Dr Sunâ€™s revolution in China.",,,Armenian Street,,179939,,C64B13CFC947B1E7,2021/03/05
28526.83263,29662.97407,12,https://roots.sg/~/media/Roots/Images/historic-sites/082-singapore-polytechnic/082-singapore-polytechnic.png,Singapore Polytechnic,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/singapore-polytechnic,"Established in 1954, Singapore Polytechnic is the first technical institution in Singapore to train skilled labour. The Prince Edward Campus began operations on 3 November 1958 with 2,800 students.",,,Prince Edward Road,Bestway Building,79212,,F25E0F7EA21E395D,2021/03/05
30652.18947,29255.19028,,https://roots.sg/~/media/Roots/Images/historic-sites/054-national-theatre/054-national-theatre.png,National Theatre,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/national-theatre,"Officially opened on 8 August 1963, this theatre was built to commemorate the attainment of Singaporeâ€™s self-government in 1959. It was demolished in 1986 due to structural reasons.",,,,"Junction of River Valley Road and Clemnceau Avenue, Beside Fort Canning Park",,,F43318D5E66862D5,2021/03/05
30135.75825,21854.63955,,https://roots.sg/~/media/Roots/Images/historic-sites/059-pasir-panjang-machine-gun-pillbox/059-pasir-panjang-machine-gun-pillbox.png,Pasir Panjang Machine-Gun Pillbox,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/pasir-panjang-machine-gun-pillbox,"This pillbox lay within the area guarded by the 1st Battalion of the Malay Regiment during the Second World War, to protect key installations in the Southern area, such as Alexandra Military Hospital.",,,,"Junction of Pasir Panjang Road and Science Park Road, Beside Shell Petrol Station",,,A552ED466B39BF10,2021/03/05
29674.92783,28942.68751,195,https://roots.sg/~/media/Roots/Images/historic-sites/094-upper-barracks/094-upper-barracks.png,Upper Barracks,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/upper-barracks,,,,Pearl's Hill Terrace,,168976,,09380E4DE404DF1B,2021/03/05
42703.95132,32235.60615,,https://roots.sg/~/media/Roots/Images/historic-sites/075-seletar-airfield/075-seletar-airfield.png,Seletar Airfield,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/seletar-airfield,"Seletar Airfield was the British Royal Air Forceâ€™s main base in the Far East, equipped to protect the Sembawang naval base. Indian Prisoners-of-War were interned here during the Japanese Occupation.",,,,"Beside 1 Piccadilly Circus, near Former Seletar Camp Gate, Bus Stop No. 68111",797640,,9746536B12B14D0A,2021/03/05
31123.90499,26160.07057,300,https://roots.sg/~/media/Roots/Images/historic-sites/062-phoenix-park/062-phoenix-park.png,Phoenix Park,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/phoenix-park,,,,Tanglin Road,,247970,,E45A9B2F9BB5685D,2021/03/05
29386.10615,28876.69242,100,https://roots.sg/~/media/Roots/Images/historic-sites/048-lower-barracks/048-lower-barracks.png,Lower Barracks,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/lower-barracks,,,,Eu Tong Sen Street,"Junction of Pearl's Hill and Eu Tong Sen Street, opposite Pearl's Centre",59812,,CF9943EC8E165420,2021/03/05
27299.22936,26641.49778,,https://roots.sg/~/media/Roots/Images/historic-sites/044-keppel-harbour/044-keppel-harbour.png,Keppel Harbour,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/keppel-harbour,"Keppel Harbour has been a thriving maritime gateway for trade since the late 19th century. During the Second World War, Operation Jaywick successfully destroyed seven Japanese ships here.",,,,"Harbourfront Walk End, Promenade between Harbourfront Centre and Vivocity",,,4FE7B9E5BB983833,2021/03/05
29947.9434,30114.03064,,https://roots.sg/~/media/Roots/Images/historic-sites/037-jose-rizal/037-jose-rizal.png,Jose Rizal Historic Marker,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/jose-rizal,,,,,"Beside Anderson Bridge, on the grounds of the Asian Civilisations Museum",,,F1404479BF6CED2A,2021/03/05
29916.53946,30019.65559,,https://roots.sg/~/media/Roots/Images/historic-sites/034-jawaharlal-nehru/034jawaharlal-nehru.png,Jawaharlal Nehru Historic Marker,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/jawaharlal-nehru,,,,,"Beside Anderson Bridge, on the grounds of the Asian Civilisations Museum",,,2393A49E056F0F0C,2021/03/05
29907.91499,30071.29496,,https://roots.sg/~/media/Nhb/Images/Places/Historic%20Sites/Ho%20Chi%20Minh-Ho-Chi-Minh.jpg,Ho Chi Minh Historic Marker,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/ho-chi-minh,,,,,"Beside Anderson Bridge, on the grounds of the Asian Civilisations Museum",,,DB7A032F6C033BD2,2021/03/05
30912.48362,29455.51331,2,https://roots.sg/~/media/Roots/Images/historic-sites/023-fort-canning-command-centre/014-fort-canning-command-centre-02.png,Fort Canning Command Centre,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/fort-canning-command-centre,Fort Canning Command Centre was the site where Lieutenant-General Arthur Percival and his commanders decided to surrender Singapore to the Japanese on 15 February 1942.,,,Cox Terrace,"Battlebox Entrance, Fort Canning Park",179622,,5AD2FD72D0EA1DA9,2021/03/05
35967.96274,27779.13783,,https://roots.sg/~/media/Roots/Images/historic-sites/022-force-136/022-force-136.png,Force 136 Historic Marker,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/force-136,"Force 136 was a British secret service team that operated in Malaya during the Second World War. One of the agents was Lim Bo Seng, who led Gustavus V Operation in 1943. His grave is in the vicinity.",,,Lornie Road,"Beside zig-zag bridge to Pavailion, MacRitchie Reservoir Park",297732,,E99B53321A307897,2021/03/05
32356.11556,21275.3087,,https://roots.sg/~/media/Roots/Images/historic-sites/020-execution-of-captured-rimau-commandos/008-rimau-10.png,Execution of Captured Rimau Commandos Historic Marker,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/execution-of-captured-rimau-commandos,"Operation Rimau (â€œtigerâ€� in Malay) was the second Allied commando attack on Japanese ships in Keppel Harbour. It failed, and ten commandos were beheaded by the Japanese near Dover and Clementi Roads.",,,Dover Road,"Beside Bus Stop No. 19059, Near NUS U-town Dover Road Entrance",,,67D7C414108CCE9E,2021/03/05
31198.98623,26025.96529,318,https://roots.sg/~/media/Roots/Images/historic-sites/007-block-a-of-phoenix-park/007-block-a-of-phoenix-park.png,Block A of Phoenix Park,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/block-a-of-phoenix-park,,,,Tanglin Road,Block A,247979,,8E40966FDA492525,2021/03/05
30600.77148,29089.47771,81,https://roots.sg/~/media/Roots/Images/historic-sites/092-united-engineers-limited/092-united-engineers-limited.png,United Engineers Limited,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/united-engineers-limited,"UEL was founded in 1912. It led major construction projects that contributed to Singaporeâ€™s urbanisation and economic growth, and built many iconic structures including the Former Supreme Court.",,,Clemenceau Avenue,River Valley Road Entrance of UE Square,239920,,EC7299E68EDC1116,2021/03/05
30912.04513,30067.28113,30,https://roots.sg/~/media/Roots/Images/historic-sites/026-gate-of-hope/026-gate-of-hope.png,Gate of Hope,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/the-gate-of-hope,"From a small gate here, the compassionate sisters of the Convent of the Holy Infant Jesus took in many abandoned infants and children. A replica, named â€œGate of Hopeâ€�, was installed here in 1996.",,,Victoria Street,,187996,,568BC976DBC94F97,2021/03/05
40396.54893,33701.63218,10,https://roots.sg/~/media/Roots/Images/historic-sites/031-institute-of-mental-health/031-institute-of-mental-health.png,Institute of Mental Health,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/institute-of-mental-health,"The Mental Hospital was completed in 1928 at Yio Chu Kang Road. It was renamed â€œWoodbridge Hospitalâ€� after a nearby wooden bridge, and then â€œThe Institute of Mental Healthâ€� after moving here in 1993.",,,Buangkok View,Main entrance of Buangkok Green Medical Park,539747,,A11890DC386E3195,2021/03/05
29613.78549,30012.42377,,https://roots.sg/~/media/Nhb/Images/Places/Historic%20Sites/Commercial%20Square-Raffles-Place.jpg,Raffles Place,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/raffles-place,"Raffles Place was designated as Singaporeâ€™s business centre in the 1822 Town Plan. Singaporeâ€™s earliest banks, merchant houses and department stores were situated here.",,,,"Raffles Place MRT Station, Exit A",,,0153F0EB8A029B1A,2021/03/05
28843.73914,29489.24538,32,https://roots.sg/~/media/Roots/Images/historic-sites/017-custom-house-maxwell-road/017-custom-house-maxwell-road.png,"Custom House, Maxwell Road",https://www.roots.gov.sg/places/places-landing/Places/historic-sites/custom-house-maxwell-road,This was the headquarters of Singapore Customs from 1932 to 1989. The building also housed the Film Censorâ€™s Office and the Maxwell Road Post Office.,,,Maxwell Road,,69115,,FDDDC4C32836603D,2021/03/05
29333.90255,29440.13384,,https://roots.sg/~/media/Roots/Images/historic-sites/098-yeung-ching-school/098-yeung-ching-school.png,Yeung Ching School,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/yeung-ching-school,"Yeung Ching School began in 1905 as a private school for Cantonese children. Apart from conducting classes in the day, it offered night classes to children who were poor or overaged.",,,,Land Parcel Beside 65 Club Street,69439,,1D74D06B47C85E58,2021/03/05
47832.63671,21109.99937,,https://roots.sg/~/media/Roots/Images/historic-sites/097-withdrawal-to-singapore/097-withdrawal-to-singapore.png,Withdrawal to Singapore,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/withdrawal-to-singapore,"During the Second World War, the last Allied military troop in Malaya withdrew to Singapore through the Causeway on 31 January 1942, after losing Malaya to the Japanese.",,,Admiralty Road West,"WOODLANDS WATERFRONT PARK, NEAR LAMP POST 1R-32",,,0FA8A8983672EDC6,2021/03/05
29080.36655,28805.80853,27,https://roots.sg/~/media/Roots/Images/historic-sites/081-singapore-chin-kang-huay-kuan/081-singapore-chin-kang-huay-kuan.png,Singapore Chin Kang Huay Kuan,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/singapore-chin-kang-huay-kuan,"Established in 1918 by Chinese Immigrants from the Jin Jiang County of southern Fujian Province, it was the headquarters of the Overseas Chinese Mobilisation Council, formed in 1941 to help Singaporeâ€™s defence against the Japanese.",,,Bukit Pasoh Road,,89841,,1737750C50AEA0C8,2021/03/05
32738.63169,30132.81776,,https://roots.sg/~/media/Roots/Images/historic-sites/021-farrer-park/021-farrer-park.png,Farrer Park,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/farrer-park,"Farrer Park was the site of the first race course in Singapore, and continued to be a venue for numerous sporting events. It was a site for political gatherings and demonstrations in the 1940s and 1950s.",,,,"Walkway to Block 11, Gloucester Road, near Farrer Park MRT Station Exit D",,,F6E3AD9EFBF8A6A7,2021/03/05
30691.66988,30123.26227,252,https://roots.sg/~/media/Nhb/Images/Places/Historic%20Sites/raffles_institution-Raffles-Institution.jpg,Raffles Institution,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/raffles-institution,"The first school in Singapore, it was founded by Sir Stamford Raffles on 5 June 1823. It was originallly known as â€œThe Institutionâ€�.",,,North Bridge Road,"Junction of North Bridge Road and Stamford Road, beside Raffles City",179103,,2E0415C87DAB647E,2021/03/05
30082.8443,30058.49515,11,https://roots.sg/~/media/Roots/Images/historic-sites/096-victoria-memorial-hall/096-victoria-memorial-hall.png,Victoria Memorial Hall,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/victoria-memorial-hall,"Designed by colonial engineer, John Bennett, the theatre portion of the Victoria Theatre and Concert Hall was built as a Town Hall in 1862 which housed the Municipal Offices.",,,Empress Place,,179558,,921245456E3811D1,2021/03/05
31504.91583,29486.48173,7,https://roots.sg/~/media/Roots/Images/historic-sites/090-trinity-theological-college/090-trinity-theological-college.png,Trinity Theological College,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/trinity-theological-college,"Trinity Theological College was born out of the camaraderie and spirit of Christianity experienced by the heads of the Anglican, Methodist and Presbyterian Churches when they were interned at Changi Prison during the Japanese Occupation. Founded on 4th O",,,Mount Sophia,,228458,,E73DCE3974A1D713,2021/03/05
29585.36419,29419.4616,Beside Block 532,https://roots.sg/~/media/Roots/Images/historic-sites/083-sook-ching-inspection-centre/083-sook-ching-inspection-centre.png,Sook Ching Inspection Centre,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/sook-ching-inspection-centre,This site marks one of many temporary registration centres set up by the Kempeitai(Japanese Military Police) to screen anti-Japanese Chinese.,,,Upper Cross Street,Junction of Upper Cross Street and South Bridge Road,50532,,B862327ADE42DD9A,2021/03/05
27722.08562,24491.88579,,https://roots.sg/~/media/Roots/Images/historic-sites/047-labrador-battery/047-labrador-battery.png,Labrador Battery,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/labrador-battery,"This is one of the surviving gun emplacements in Singapore today. The battery has two 6â€� 16-ton guns facing south, which aided the Malay Regiment in the Battle for Pasir Panjang by firing high explosive shells at the advancing Japanese troops alon",,,Labrador Villa Road,"Near History Walk, Labrador Nature Reserve",119187,,AD07A1D11D23E09F,2021/03/05
29557.75695,23269.30317,,https://roots.sg/~/media/Roots/Images/historic-sites/058-pasir-panjang-battle/058-pasir-panjang-battle.png,Pasir Panjang Battle,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/pasir-panjang-battle,"The Battle for Pasir Panjang, where the harbour and British military depots were the coveted gains, marked one of the last battles for Singapore. It lasted from 12 to 14 February 1942.",,,Vigilante Drive,"Kent Ridge Park, beside Car Park B",,,EF615DD8D12019F8,2021/03/05
46763.06189,17391.39142,,https://roots.sg/~/media/Roots/Images/historic-sites/045-kranji-beach-battle/002-kranji-beach-battle.png,Kranji Beach Battle,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/kranji-beach-battle,"It was here on 9 February 1942 that the Japanese forces suffered a major loss, fighting against the valiant 27th Australian Brigade and the Dalforce.",,,,"Kranji Reservoir Park, Kranji Way, near Pavilion area",,,1533A56C2046B8C6,2021/03/05
46498.78259,13080.64648,69,https://roots.sg/~/media/Roots/Images/historic-sites/074-sarimbun-beach-landing/001-sarimbun-beach-landing.png,Sarimbun Beach Landing,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/sarimbun-beach-landing,"On 8 February 1942, Japanese forces first landed in Singapore on this beach.",,,Jalan Bahtera,Beside Ministry of Education of Jalan Bahtera Adventure Centre,719920,,6557A988C7A706D1,2021/03/05
31274.50637,29585.05425,2,https://roots.sg/~/media/Roots/Images/historic-sites/033-japanese-propaganda-department/033-japanese-propaganda-department.png,Japanese Propaganda Department,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/japanese-propaganda-department,"Formerly housing the British Malaya Broadcasting Corporations before WWII, it was turned into a Japanese propaganda office during the Japanese Occupation. It was later also used by Lord Louis Mountbatten as the headquarters for the Japanese Surrender in",,,Handy Road,"Handy Road open space, beside The Cathay",220233,,CBA5A905FC5EDEC6,2021/03/05
30154.05605,30261.82424,,https://roots.sg/~/media/Nhb/Images/Places/Historic%20Sites/queen_elizabeth-77-Queen-Elizabeth-Walk.jpg,Queen Elizabeth Walk,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/queen-elizabeth-walk,"This was the site of sporting activities in the early days and became popular with families. In 1953, as part of the Coronation Celebrations, the seafront promenade was refurbished and renamed Queen Elizabeth Walk.",,,,"Junction of Promenade Linking Esplanade Theatres and Queen Elizabeth Walk, Esplanade Park",,,6BB48C683AAF5AE5,2021/03/05
30193.19,30269.83,,https://roots.sg/~/media/Nhb/Images/Places/Historic%20Sites/indian_national_army-76-Indian-National-Army-Memorial.jpg,Indian National Army Memorial,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/indian-national-army-memorial,"The local INA, influenced by Subhas Chandra Bose, was formed in 1942 with Japanese support, with the aim of liberating India from British.",,,,"Queen Elizabeth Walk Esplanade Park, near Cenotaph",,,923BDF01F4BA7FB8,2021/03/05
33000.8,30619.59,366,https://roots.sg/~/media/Roots/Images/historic-sites/073-sakya-muni-buddha-gaya-temple/073-sakya-muni-buddha-gaya-temple.png,Sakya Muni Buddha Gaya Temple,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/sakya-muni-buddha-gaya-temple,"Vutthisara, a monk from Thailand, founded the temple in 1927. This site is selected as both Indians and Chinese in an area predominantly settled it. It houses a Buddha statue of 15m talls and weighing 300 tonnes.",,,Race Course Road,,218636,,58CAF750CFF84DF4,2021/03/05
31653.44264,28639.74703,37,https://roots.sg/~/media/Roots/Images/historic-sites/080-singapore-chinese-girls-school/080singaporechinesegirlsschool.png,Singapore Chinese Girls' School,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/singapore-chinese-girls-school,Singapore Chinese Girlsâ€™ School began in 1899 at Hill Street. It was founded by Straits Chinese pioneers to provide quality education for girls. The school was located here from 1925 to 1994.,,,Emerald Hill Road,,229313,,B8DA0DB13DB21A72,2021/03/05
30817.67501,29848.70573,50,https://roots.sg/~/media/Roots/Images/historic-sites/068-raffles-girls-school/068rafflesgirlsschool.png,Raffles Girls' School,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/raffles-girls-school,"Raffles Girlsâ€™ School began in 1844 as a girlsâ€™ department in Singapore Institution (today Raffles Institution), and became independent in 1879. It was located here from 1928 to 1979.",,,Stamford Road,"Junction of Stamdord Road and Armenian Street, beside Lee Kong Chian School of Business, Singapore Management University",178899,,40AEFD2866BC2206,2021/03/05
29115.63985,28785.65646,43,https://roots.sg/~/media/Roots/Images/historic-sites/019-ee-hoe-hean-club/019-ee-hoe-hean-club.png,Ee Hoe Hean Club,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/ee-hoe-hean-club,"Founded in 1895, it is one of the oldest millionaires club in Singapore. The club was the centre of the Chinese Salvation Movement in Southeast Asia from 1937-1942. Originally located at Duxton Hill, it moved to Club Street before settling at this locati",,,Bukit Pasoh Road,,89846,,828292A998EC9FED,2021/03/05
35304.4,26318.24,,https://roots.sg/~/media/Roots/Images/historic-sites/087-syonan-jinja/087-syonan-jinja.png,Syonan Jinja,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/syonan-jinja,Syonan Jinja was built in 1942 in memory of the Japanese soldiers who died fighting in the invasion of Singapore. Ceremonies for significant events were held here until it was destroyed after the war.,,,,"Junction between Adam Road and Sime Road, near Bus Stop No. 41141",,,F2E27D5BBE38EDE8,2021/03/05
31557.1382,29991.47106,77,https://roots.sg/~/media/Roots/Images/historic-sites/008-boys-brigade/008boys-brigade.png,The Founding of Boys' Brigade in Singapore,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/the-founding-of-boys-brigade-in-singapore,"Singaporeâ€™s first company of the Boysâ€™ Brigade was formed here on 12 January 1930. From a small company of 12, the Boysâ€™ Brigade in Singapore has since grown to a strength of more than 100 companies.",,,Prinsep Street,Prinsep Street Presbyterian Church,188649,,DB4E1272DEBF70D0,2021/03/05
31340.96523,30101.22175,155,https://roots.sg/~/media/Roots/Images/historic-sites/053-middle-road-church/053-middle-road-church.png,Middle Road Church,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/middle-road-church,"Built between 1870-75, the Middle Road Church was first known as the Christian Institute. When it was officially inaugurated as the Malay Church in 1894, it became the first Straits Chinese Methodist Church in Singapore.",,,Middle Road,,188977,,4499E7608A37929C,2021/03/05
29339.20143,29417.44816,64,https://roots.sg/~/media/Roots/Images/historic-sites/063-pondok-peranakan-club/063-pondok-perankan-club.png,Pondok Peranakan Gelam Club,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/pondok-peranakan-gelam-club,Singaporeâ€™s last pondok (communal lodging house) was located here from 1932 to 2000. It served the welfare of Baweanese immigrants from the Gelam province of Indonesiaâ€™s Bawean Island.,,,Club Street,,69438,,DAA40402D27211A4,2021/03/05
30573.45613,20141.20645,52,https://roots.sg/~/media/Roots/Images/historic-sites/071-republic-of-singapore-yacht-club/071-republic-of-singapore-yacht-club.png,Republic of Singapore Yacht Club,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/republic-of-singapore-yacht-club,"Founded in 1826, this club became the Royal Singapore Yacht Club in 1922 under the patronage of the Prince of Wales, and was renamed the Republic of Singapore Yacht Club in 1967 with the first president of Singapore, Yusof bin Ishak as it patrons.",,,West Coast Ferry Road,,126887,,BA46120F1EFD1901,2021/03/05
38274.01673,43657.42661,1000,https://roots.sg/~/media/Roots/Images/historic-sites/013-changi-murals/013-changi-murals.png,Changi Murals,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/changi-murals,"The Changi Murals was a symbol of hope and faith for prisoners during the Japanese Occupation. It depicted scenes from the Bible, and were painted by Stanley Warren, a Prisoner-of-War.",,,Upper Changi Road North,Side Entrance of Changi Museum,507707,,1F8DA60046EDF4C5,2021/03/05