,SUBZONE_N,141,149,79,105,115,142,148,33,106,77,15,151,103,116,56,129,52,71,4,23,48,67,157,78
75,DEPOT ROAD,14892.0,7553.0,6410.0,9835.0,6272.0,26153.0,20864.0,23513.0,4214.0,19729.0,7254.0,8123.0,11882.0,10320.0,1283.0,17519.0,13762.0,12465.0,13748.0,26229.0,6394.0,24316.0,4073.0,11075.0
76,PAYA LEBAR,6038.0,11041.0,12100.0,19327.0,12411.0,13616.0,31248.0,11053.0,23934.0,7270.0,12614.0,8738.0,11547.0,9192.0,15732.0,6358.0,3061.0,22849.0,20974.0,19628.0,12046.0,10568.0,13958.0,8435.0
77,TIONG BAHRU,13155.0,3425.0,4714.0,8983.0,2836.0,23739.0,20904.0,19041.0,5281.0,15258.0,3040.0,2453.0,15682.0,5892.0,3524.0,14412.0,11349.0,12505.0,20334.0,27635.0,2958.0,21903.0,777.0,7402.0
78,KAMPONG TIONG BAHRU,12161.0,3912.0,4403.0,9470.0,4265.0,24226.0,21391.0,18333.0,2881.0,14550.0,4469.0,3033.0,13786.0,6379.0,3040.0,14899.0,11836.0,12992.0,15756.0,28122.0,4387.0,22390.0,1365.0,5850.0
79,DOVER,20054.0,10354.0,7394.0,3440.0,6861.0,30669.0,15187.0,22319.0,8560.0,18536.0,6635.0,11599.0,12117.0,12821.0,5698.0,12332.0,18278.0,6789.0,10757.0,26165.0,7378.0,28832.0,8126.0,10611.0
80,WOODGROVE,31362.0,28912.0,25791.0,18466.0,26102.0,27345.0,23351.0,18186.0,29415.0,26254.0,26305.0,29732.0,15075.0,28673.0,24975.0,19833.0,27272.0,14942.0,13225.0,6665.0,25737.0,26581.0,26684.0,29767.0
81,SEMBAWANG CENTRAL,30592.0,24680.0,19812.0,23643.0,20123.0,25922.0,28528.0,16949.0,26913.0,20274.0,20326.0,23753.0,12755.0,22694.0,30152.0,13853.0,21292.0,20119.0,29458.0,335.0,19758.0,24689.0,31861.0,23788.0
82,SEMBAWANG NORTH,31419.0,25507.0,20639.0,24470.0,20950.0,26749.0,29355.0,17776.0,27740.0,21101.0,21153.0,24580.0,14023.0,23521.0,30979.0,14680.0,22119.0,20946.0,30285.0,1346.0,20585.0,25516.0,32688.0,24615.0
83,BRADDELL,16048.0,10136.0,5268.0,20840.0,5579.0,18971.0,32761.0,20953.0,12369.0,17169.0,5782.0,9209.0,4475.0,8150.0,11653.0,1654.0,13646.0,34311.0,14914.0,14877.0,5214.0,13212.0,13053.0,9244.0
84,POTONG PASIR,8386.0,8855.0,7132.0,17488.0,7443.0,17228.0,29409.0,10026.0,10300.0,6242.0,7646.0,7140.0,10924.0,6502.0,12209.0,5735.0,7666.0,21010.0,16528.0,26222.0,7078.0,23217.0,9701.0,6737.0
85,KIM KEAT,8960.0,10622.0,5754.0,14765.0,6065.0,17392.0,33247.0,11262.0,11536.0,7478.0,6268.0,8376.0,6172.0,8636.0,11513.0,3929.0,5685.0,24848.0,15509.0,17153.0,5700.0,13071.0,13539.0,7784.0
86,TOA PAYOH CENTRAL,11217.0,9707.0,4839.0,20411.0,5150.0,17642.0,32332.0,20524.0,11940.0,16740.0,5353.0,8780.0,3914.0,7721.0,9948.0,3014.0,13217.0,23933.0,14486.0,16238.0,4785.0,15833.0,12624.0,8815.0
87,MARYMOUNT,14144.0,10735.0,5867.0,11021.0,6178.0,18554.0,22942.0,13444.0,15629.0,9661.0,6381.0,14124.0,3123.0,8749.0,9530.0,3457.0,10679.0,14543.0,12668.0,15476.0,5813.0,18026.0,13089.0,16052.0
88,MARYMOUNT,12314.0,12323.0,7455.0,14597.0,7766.0,19933.0,26518.0,11614.0,19204.0,7831.0,7969.0,11397.0,4248.0,10337.0,13105.0,1488.0,8849.0,18119.0,16244.0,14721.0,7401.0,16197.0,15240.0,14223.0
89,BOON TECK,10342.0,9848.0,4980.0,20552.0,5291.0,17080.0,32473.0,12644.0,12081.0,8860.0,5494.0,8921.0,5402.0,7862.0,11086.0,3155.0,13358.0,24074.0,14627.0,16379.0,4926.0,23912.0,12765.0,8956.0
90,PEI CHUN,9529.0,11376.0,6508.0,15334.0,6819.0,17492.0,34001.0,11470.0,11744.0,7686.0,7022.0,8584.0,5144.0,9390.0,12653.0,2894.0,6254.0,35551.0,16154.0,16117.0,6454.0,12658.0,14293.0,8012.0
91,KALLANG,12211.0,11486.0,6618.0,18147.0,9183.0,20046.0,25165.0,11204.0,13260.0,7420.0,9387.0,10101.0,4920.0,9500.0,12807.0,2727.0,6661.0,35661.0,15881.0,16227.0,6564.0,11957.0,14403.0,9826.0
92,TYERSALL,14081.0,11253.0,3831.0,6957.0,3298.0,26574.0,18878.0,18943.0,11564.0,15160.0,3073.0,11475.0,8741.0,6168.0,5678.0,8957.0,16179.0,10479.0,10019.0,22227.0,3815.0,23526.0,9025.0,8433.0
93,WOODLANDS WEST,36904.0,29245.0,26124.0,18799.0,26435.0,32234.0,23684.0,19956.0,29748.0,26587.0,26638.0,30065.0,15605.0,29006.0,25308.0,20166.0,27605.0,15275.0,12519.0,6998.0,26070.0,28351.0,27017.0,30100.0
94,FRANKEL,3179.0,11566.0,12299.0,22270.0,12610.0,10625.0,34191.0,18098.0,15067.0,12163.0,12813.0,13467.0,16440.0,9619.0,18057.0,11251.0,3645.0,25792.0,22101.0,31389.0,12245.0,9712.0,14483.0,9361.0
95,UPPER THOMSON,16284.0,17457.0,9579.0,15273.0,9270.0,20982.0,25082.0,15584.0,17769.0,11801.0,9474.0,10633.0,804.0,9333.0,11208.0,3170.0,12819.0,16683.0,14808.0,12567.0,9563.0,20166.0,15229.0,18192.0
96,BISHAN EAST,11651.0,11790.0,6922.0,13934.0,7233.0,22150.0,25855.0,10951.0,18541.0,7168.0,7436.0,10864.0,4554.0,9804.0,12442.0,711.0,8186.0,17456.0,15581.0,14188.0,6868.0,15534.0,14707.0,13560.0
97,BUKIT BATOK EAST,22214.0,17546.0,13629.0,4952.0,13096.0,37861.0,11985.0,25903.0,14388.0,22119.0,12871.0,18149.0,13202.0,20014.0,12067.0,31860.0,25471.0,3576.0,2569.0,18692.0,13613.0,36025.0,15318.0,15107.0
98,BUKIT BATOK WEST,27268.0,17537.0,37809.0,7091.0,15391.0,37852.0,11976.0,27193.0,18040.0,23410.0,15166.0,19622.0,15466.0,20005.0,14911.0,31851.0,25462.0,3567.0,4535.0,18683.0,37755.0,36016.0,15309.0,16580.0
99,HILLVIEW,22380.0,17912.0,13362.0,7813.0,13673.0,37912.0,19572.0,26366.0,19605.0,22583.0,13876.0,18795.0,15761.0,15328.0,12909.0,16797.0,19461.0,5720.0,1401.0,30021.0,13308.0,34864.0,15870.0,15753.0
100,GOMBAK,23270.0,18802.0,14251.0,9766.0,14562.0,38802.0,21525.0,27256.0,20495.0,23473.0,14765.0,19685.0,16651.0,16218.0,14866.0,17686.0,20351.0,11644.0,1717.0,17859.0,14197.0,35754.0,21719.0,16643.0
101,GUILIN,27753.0,18022.0,35965.0,7576.0,36276.0,38337.0,12461.0,33102.0,18525.0,29856.0,36479.0,17852.0,25922.0,20490.0,14085.0,30006.0,25947.0,4052.0,2589.0,16838.0,35911.0,36501.0,15794.0,22000.0
102,BUKIT BATOK CENTRAL,26308.0,16577.0,36849.0,6131.0,37160.0,36892.0,11016.0,31210.0,17080.0,28411.0,13433.0,16407.0,26806.0,19045.0,12640.0,30891.0,24502.0,2607.0,3458.0,17723.0,36795.0,35056.0,14349.0,20555.0
103,SUNSET WAY,19325.0,12387.0,9016.0,1794.0,8483.0,32702.0,13861.0,28004.0,12890.0,24221.0,8258.0,12217.0,13659.0,14855.0,10121.0,17367.0,20312.0,5463.0,6913.0,24839.0,9000.0,30866.0,10159.0,14398.0
104,CLEMENTI CENTRAL,21080.0,11349.0,16470.0,517.0,8669.0,31664.0,12823.0,26966.0,9471.0,23183.0,8444.0,11100.0,13904.0,13817.0,6273.0,13968.0,19274.0,4425.0,7443.0,23801.0,16416.0,29828.0,9121.0,15327.0
105,CLEMENTI NORTH,20927.0,11196.0,16317.0,600.0,8554.0,31511.0,12670.0,26813.0,11699.0,23030.0,8328.0,11026.0,15508.0,13664.0,7567.0,13815.0,19121.0,4272.0,8244.0,23648.0,16263.0,29675.0,8968.0,15174.0
106,LOWER SELETAR,,,,,,,,,,,,,,,,,,,,,,,,
107,TANJONG RHU,3683.0,6415.0,6873.0,17119.0,7184.0,16014.0,29040.0,15691.0,10406.0,11908.0,7387.0,6323.0,16185.0,3965.0,11590.0,10996.0,3591.0,20641.0,19982.0,25963.0,6819.0,12966.0,9332.0,3199.0
108,SAUJANA,25915.0,26122.0,16408.0,15676.0,15440.0,41259.0,20561.0,30903.0,22319.0,27119.0,15549.0,22142.0,18822.0,18675.0,17198.0,31535.0,34047.0,12152.0,5236.0,18367.0,16518.0,38211.0,23894.0,19099.0
109,BUKIT PANJANG,23301.0,24475.0,14952.0,14029.0,13833.0,39503.0,18914.0,27957.0,21196.0,24174.0,13942.0,20386.0,17352.0,16781.0,15412.0,29888.0,21052.0,10505.0,3480.0,16720.0,14898.0,36455.0,22247.0,17343.0
110,SENJA,24042.0,19575.0,15024.0,12028.0,16900.0,39575.0,19481.0,28029.0,21268.0,24246.0,17009.0,20458.0,17424.0,16991.0,15574.0,18459.0,21124.0,11072.0,3552.0,17287.0,14970.0,36527.0,22814.0,17415.0
111,FARRER COURT,13749.0,10627.0,4859.0,6331.0,4326.0,25948.0,18252.0,18317.0,10938.0,14534.0,4101.0,11411.0,7638.0,7694.0,4348.0,8331.0,15553.0,9853.0,9955.0,21601.0,4843.0,22900.0,8399.0,8369.0
112,FAJAR,23800.0,26091.0,15072.0,15645.0,14104.0,41228.0,20530.0,29566.0,20982.0,25782.0,14213.0,22111.0,17486.0,18644.0,17167.0,31504.0,34016.0,12121.0,5205.0,18336.0,15182.0,38180.0,23863.0,19068.0
113,EVERTON PARK,10498.0,2114.0,5698.0,10747.0,6229.0,22429.0,22668.0,17380.0,3620.0,13597.0,6989.0,1984.0,11608.0,4582.0,4101.0,11494.0,10039.0,14269.0,16847.0,24718.0,6070.0,20593.0,2960.0,5346.0
114,TELOK BLANGAH RISE,12322.0,7159.0,7273.0,10372.0,4425.0,22941.0,22293.0,20821.0,1635.0,17037.0,4629.0,3559.0,14338.0,5116.0,3758.0,13499.0,12738.0,13894.0,21499.0,26722.0,4547.0,19893.0,2368.0,7364.0
115,BUKIT BATOK SOUTH,23829.0,15935.0,13520.0,5381.0,12987.0,36250.0,12670.0,26092.0,14456.0,22308.0,12761.0,18422.0,14266.0,18403.0,12135.0,32545.0,23860.0,4261.0,3616.0,19377.0,13504.0,34414.0,13707.0,15380.0
116,TIONG BAHRU STATION,12703.0,2973.0,8093.0,8531.0,3297.0,23287.0,20452.0,18589.0,4829.0,14806.0,3501.0,2914.0,15230.0,5440.0,3090.0,13960.0,10897.0,12053.0,19882.0,27183.0,8039.0,21451.0,580.0,6950.0
117,REDHILL,13989.0,4258.0,9378.0,7363.0,3519.0,24573.0,19284.0,19875.0,6115.0,16092.0,3294.0,3923.0,12093.0,6725.0,1717.0,15245.0,12182.0,10885.0,21167.0,30261.0,9324.0,22736.0,2030.0,8235.0
118,TELOK BLANGAH DRIVE,14539.0,6180.0,9538.0,11070.0,10069.0,25206.0,22991.0,21852.0,2782.0,18068.0,10829.0,5824.0,17578.0,7380.0,5052.0,17794.0,14105.0,14592.0,19418.0,28987.0,9910.0,22158.0,3389.0,9783.0
119,HENDERSON HILL,12181.0,3390.0,8510.0,8948.0,4031.0,23704.0,20869.0,19006.0,3825.0,15223.0,3805.0,3368.0,12604.0,5857.0,2983.0,14377.0,11314.0,12470.0,20299.0,27600.0,8456.0,21868.0,1037.0,7367.0
120,ALEXANDRA HILL,14080.0,4961.0,4931.0,8066.0,7232.0,25276.0,19987.0,20578.0,4285.0,16795.0,7007.0,4819.0,11643.0,7428.0,736.0,15948.0,12885.0,11588.0,13775.0,30964.0,4915.0,23439.0,2733.0,8938.0
121,BUKIT MERAH,13022.0,5061.0,5027.0,8166.0,4889.0,25376.0,20087.0,22285.0,2987.0,18501.0,4936.0,4563.0,12743.0,7528.0,2070.0,10938.0,12985.0,11688.0,17082.0,31064.0,5011.0,23539.0,2253.0,9038.0
122,BANGKIT,23078.0,17796.0,13579.0,10209.0,12611.0,31851.0,19626.0,28073.0,19489.0,24289.0,12720.0,16529.0,15993.0,15423.0,16603.0,18787.0,19345.0,11217.0,3272.0,17432.0,13689.0,28803.0,22959.0,15869.0
123,ADMIRALTY,31097.0,25185.0,20317.0,24148.0,20628.0,26427.0,29033.0,17454.0,27418.0,20779.0,20831.0,24258.0,12811.0,23199.0,30657.0,14358.0,21797.0,20624.0,29963.0,1185.0,20263.0,25194.0,32366.0,24293.0
124,SENGKANG TOWN CENTRE,21761.0,16456.0,14733.0,25089.0,15044.0,11070.0,37010.0,2181.0,17901.0,3037.0,15247.0,14741.0,14027.0,14103.0,19810.0,9088.0,11019.0,28611.0,24129.0,17080.0,14679.0,10348.0,17302.0,14338.0
125,BUANGKOK,15352.0,16936.0,15213.0,25569.0,15524.0,11452.0,37490.0,2661.0,18381.0,3517.0,15727.0,15221.0,13291.0,14583.0,20290.0,9568.0,11499.0,29091.0,24609.0,14880.0,15159.0,10452.0,17782.0,14818.0
126,JALAN KAYU EAST,24864.0,19559.0,17836.0,28192.0,18147.0,14827.0,40113.0,5268.0,21004.0,6140.0,18350.0,17844.0,10648.0,17206.0,22913.0,12191.0,14122.0,32998.0,27232.0,13565.0,17782.0,14105.0,20405.0,17441.0
127,SERANGOON NORTH,11789.0,20350.0,11598.0,21091.0,11909.0,14872.0,33430.0,8469.0,17554.0,3952.0,12112.0,14394.0,7309.0,14480.0,15385.0,4515.0,10382.0,33584.0,18290.0,14150.0,11544.0,14428.0,23267.0,15844.0
128,CHENG SAN,20318.0,12143.0,9538.0,25110.0,9849.0,16809.0,37031.0,10271.0,16639.0,6272.0,10052.0,13479.0,5859.0,12420.0,16435.0,3580.0,11019.0,31524.0,19185.0,12090.0,9484.0,16235.0,17323.0,13514.0
129,YIO CHU KANG,21535.0,15623.0,10755.0,26327.0,11066.0,31524.0,38207.0,11233.0,17856.0,8150.0,11269.0,14696.0,6334.0,13637.0,17652.0,4796.0,12235.0,29798.0,20401.0,10364.0,10701.0,29687.0,18540.0,14731.0
130,KEBUN BAHRU,18905.0,15055.0,10187.0,15782.0,10498.0,23603.0,27703.0,12756.0,20390.0,7951.0,10701.0,18885.0,3603.0,13069.0,13651.0,4589.0,15440.0,26236.0,17429.0,14908.0,10133.0,22787.0,17850.0,20813.0
131,CHONG BOON,12267.0,13928.0,9644.0,21800.0,9955.0,18559.0,33721.0,11146.0,12837.0,5748.0,10158.0,9677.0,5911.0,8726.0,17587.0,2173.0,11125.0,31630.0,19291.0,12196.0,9590.0,22176.0,14013.0,9297.0
132,TOWN CENTRE,19924.0,14012.0,9144.0,24716.0,9455.0,29913.0,36637.0,12758.0,16245.0,6930.0,9658.0,13085.0,4970.0,12026.0,16041.0,3186.0,10625.0,31130.0,18791.0,11696.0,9090.0,28076.0,16929.0,13120.0
133,TOWNSVILLE,12526.0,13771.0,9242.0,21644.0,9553.0,19470.0,33565.0,13167.0,16343.0,9063.0,9756.0,13183.0,5041.0,12124.0,16139.0,3284.0,10723.0,31228.0,18889.0,11794.0,9188.0,28174.0,13857.0,13218.0
134,BEDOK NORTH,10480.0,13575.0,14308.0,24278.0,14619.0,8236.0,36199.0,12817.0,17523.0,13706.0,14822.0,14110.0,17982.0,11628.0,20065.0,12793.0,5653.0,27800.0,31785.0,33398.0,14254.0,3777.0,16491.0,17650.0
135,KEMBANGAN,5176.0,10910.0,11643.0,21614.0,11954.0,10892.0,33535.0,17442.0,14838.0,11507.0,12157.0,12811.0,15784.0,8963.0,17401.0,10595.0,2989.0,25136.0,21445.0,30733.0,11589.0,9056.0,13827.0,8513.0
136,BEDOK SOUTH,6221.0,14927.0,15660.0,25631.0,15971.0,7410.0,37551.0,13854.0,18855.0,15523.0,16174.0,16828.0,19800.0,12980.0,21418.0,14611.0,7005.0,29153.0,25461.0,34750.0,15606.0,5468.0,17844.0,11956.0
137,BEDOK RESERVOIR,8471.0,15274.0,15984.0,25948.0,15378.0,6046.0,37869.0,12385.0,17564.0,9767.0,15487.0,14151.0,18023.0,12836.0,20653.0,12834.0,7457.0,29470.0,31826.0,26104.0,15968.0,3283.0,18866.0,17691.0
138,KAKI BUKIT,6327.0,11623.0,10802.0,23341.0,11113.0,9200.0,35261.0,10505.0,13912.0,7625.0,11316.0,10499.0,14372.0,9184.0,15747.0,9183.0,3806.0,26863.0,28175.0,22453.0,10748.0,6192.0,15554.0,14039.0
139,TECK WHYE,25863.0,23742.0,16356.0,13296.0,15388.0,39687.0,18181.0,30851.0,22267.0,27067.0,15497.0,19306.0,18770.0,18200.0,19380.0,21564.0,21236.0,9772.0,3664.0,15987.0,16466.0,36639.0,21514.0,17527.0
140,KEAT HONG,25862.0,22491.0,33862.0,12045.0,16221.0,42806.0,16930.0,29628.0,22994.0,25845.0,16330.0,22057.0,23820.0,24959.0,18554.0,27904.0,30416.0,8521.0,5151.0,14736.0,33808.0,38126.0,20263.0,19014.0
141,0,32395.0,22664.0,31155.0,12218.0,31466.0,42979.0,17103.0,25516.0,23167.0,31618.0,31669.0,22494.0,21112.0,25132.0,18727.0,25197.0,30589.0,8694.0,7549.0,12029.0,31101.0,41143.0,20436.0,26642.0
142,KRANJI NORTH,32856.0,23125.0,31616.0,12679.0,31927.0,43440.0,17564.0,25977.0,23628.0,32079.0,32130.0,22955.0,21573.0,25593.0,19188.0,25658.0,31050.0,9155.0,6098.0,12490.0,31562.0,41604.0,20897.0,19961.0
143,PENG SIANG,26651.0,21874.0,33245.0,11428.0,17413.0,42189.0,16313.0,30382.0,22377.0,26635.0,17672.0,22847.0,23203.0,24342.0,17937.0,27287.0,29799.0,7904.0,5941.0,14119.0,33191.0,40353.0,19646.0,19804.0
144,CLEMENTI WEST,20428.0,14025.0,16693.0,3328.0,10838.0,34340.0,15499.0,27835.0,8765.0,24051.0,10612.0,13533.0,16610.0,16493.0,6797.0,16826.0,21950.0,7101.0,8471.0,26477.0,19092.0,32504.0,11797.0,18003.0
145,CLEMENTI WOODS,21888.0,11169.0,16069.0,2449.0,9496.0,33316.0,14475.0,28368.0,9069.0,24584.0,9270.0,12909.0,14727.0,15469.0,7024.0,17216.0,20926.0,5982.0,8698.0,25453.0,16441.0,29116.0,10773.0,15091.0
146,CORONATION ROAD,15622.0,11155.0,6604.0,7603.0,7285.0,31155.0,19853.0,19609.0,12848.0,15826.0,7060.0,12037.0,9004.0,8571.0,7311.0,10039.0,12704.0,11455.0,7106.0,23263.0,6550.0,28107.0,14072.0,8995.0
147,ANAK BUKIT,19161.0,14693.0,10142.0,5583.0,10901.0,34693.0,17754.0,23147.0,16386.0,19364.0,10675.0,15576.0,11229.0,12109.0,12491.0,13577.0,16242.0,7119.0,4020.0,26801.0,10088.0,31645.0,17610.0,12534.0
148,CHANGI POINT,18071.0,23910.0,24643.0,34613.0,24954.0,4145.0,46534.0,13790.0,28328.0,16521.0,25157.0,24915.0,28788.0,21963.0,30400.0,23599.0,15988.0,38135.0,42591.0,33809.0,24589.0,10036.0,26827.0,28456.0
149,LAVENDER,6307.0,5094.0,4190.0,15798.0,4458.0,15787.0,27719.0,13007.0,7848.0,9223.0,4661.0,3929.0,7975.0,2665.0,8945.0,11694.0,4438.0,19320.0,14164.0,24917.0,5773.0,12779.0,8011.0,3302.0
150,MOULMEIN,9564.0,7967.0,3099.0,18671.0,3410.0,23868.0,30592.0,18785.0,10201.0,15001.0,3613.0,6151.0,5571.0,5981.0,9996.0,4224.0,11477.0,22193.0,12084.0,17448.0,3045.0,22031.0,10884.0,7076.0
